SMTSD	data	variable	value
Brain - Frontal Cortex (BA9)	male_med	SHOX	0.005926
Brain - Hippocampus	male_med	SHOX	0
Brain - Hypothalamus	male_med	SHOX	0.005306
Brain - Nucleus accumbens (basal ganglia)	male_med	SHOX	0
Brain - Putamen (basal ganglia)	male_med	SHOX	0
Brain - Spinal cord (cervical c-1)	male_med	SHOX	0.009077
Brain - Substantia nigra	male_med	SHOX	0
Breast - Mammary Tissue	male_med	SHOX	0.2724
Cells - Cultured fibroblasts	male_med	SHOX	0.12435
Cells - EBV-transformed lymphocytes	male_med	SHOX	0.0057175
Colon - Sigmoid	male_med	SHOX	0.027185
Colon - Transverse	male_med	SHOX	0.1027
Esophagus - Gastroesophageal Junction	male_med	SHOX	0.01035
Esophagus - Mucosa	male_med	SHOX	0
Esophagus - Muscularis	male_med	SHOX	0.01841
Heart - Atrial Appendage	male_med	SHOX	0.006304
Heart - Left Ventricle	male_med	SHOX	0
Kidney - Cortex	male_med	SHOX	0
Kidney - Medulla	male_med	SHOX	0.005905
Liver	male_med	SHOX	0
Lung	male_med	SHOX	0.00754
Minor Salivary Gland	male_med	SHOX	0.007249
Muscle - Skeletal	male_med	SHOX	0.2024
Nerve - Tibial	male_med	SHOX	0.2027
Pancreas	male_med	SHOX	0
Pituitary	male_med	SHOX	0.0104
Skin - Not Sun Exposed (Suprapubic)	male_med	SHOX	0.03656
Skin - Sun Exposed (Lower leg)	male_med	SHOX	0.3764
Small Intestine - Terminal Ileum	male_med	SHOX	0.049685
Spleen	male_med	SHOX	0.006609
Stomach	male_med	SHOX	0
Thyroid	male_med	SHOX	0.018165
Whole Blood	male_med	SHOX	0
Adipose - Subcutaneous	female_med	SHOX	1.028
Adipose - Visceral (Omentum)	female_med	SHOX	0.077165
Adrenal Gland	female_med	SHOX	0
Artery - Aorta	female_med	SHOX	0.0176
Artery - Coronary	female_med	SHOX	0.007404
Artery - Tibial	female_med	SHOX	0.2593
Bladder	female_med	SHOX	0.01115
Brain - Amygdala	female_med	SHOX	0
Brain - Anterior cingulate cortex (BA24)	female_med	SHOX	0
Brain - Caudate (basal ganglia)	female_med	SHOX	0
Brain - Cerebellar Hemisphere	female_med	SHOX	0.01807
Brain - Cerebellum	female_med	SHOX	0.03304
Brain - Cortex	female_med	SHOX	0.00865
Brain - Frontal Cortex (BA9)	female_med	SHOX	0
Brain - Hippocampus	female_med	SHOX	0
Brain - Hypothalamus	female_med	SHOX	0
Brain - Nucleus accumbens (basal ganglia)	female_med	SHOX	0
Brain - Putamen (basal ganglia)	female_med	SHOX	0
Brain - Spinal cord (cervical c-1)	female_med	SHOX	0.004852
Brain - Substantia nigra	female_med	SHOX	0
Breast - Mammary Tissue	female_med	SHOX	0.098035
Cells - Cultured fibroblasts	female_med	SHOX	0.07011
Cells - EBV-transformed lymphocytes	female_med	SHOX	0
Colon - Sigmoid	female_med	SHOX	0.02369
Colon - Transverse	female_med	SHOX	0.07783
Esophagus - Gastroesophageal Junction	female_med	SHOX	0.0098385
Esophagus - Mucosa	female_med	SHOX	0.0041375
Esophagus - Muscularis	female_med	SHOX	0.01769
Heart - Atrial Appendage	female_med	SHOX	0.0062275
Heart - Left Ventricle	female_med	SHOX	0
Kidney - Cortex	female_med	SHOX	0.005268
Kidney - Medulla	female_med	SHOX	0
Liver	female_med	SHOX	0
Lung	female_med	SHOX	0.008231
Minor Salivary Gland	female_med	SHOX	0.007681
Muscle - Skeletal	female_med	SHOX	0.1502
Nerve - Tibial	female_med	SHOX	0.1277
Pancreas	female_med	SHOX	0
Pituitary	female_med	SHOX	0.008031
Skin - Not Sun Exposed (Suprapubic)	female_med	SHOX	0.03408
Skin - Sun Exposed (Lower leg)	female_med	SHOX	0.33195
Small Intestine - Terminal Ileum	female_med	SHOX	0.05676
Spleen	female_med	SHOX	0
Stomach	female_med	SHOX	0
Thyroid	female_med	SHOX	0.01189
Whole Blood	female_med	SHOX	0
Adipose - Subcutaneous	med_diff_adj	CRLF2	-0.269204506657562
Adipose - Visceral (Omentum)	med_diff_adj	CRLF2	-0.395992796037821
Artery - Aorta	med_diff_adj	CRLF2	-0.35595390524968
Artery - Coronary	med_diff_adj	CRLF2	-0.126480315800704
Artery - Tibial	med_diff_adj	CRLF2	-0.373458045275857
Bladder	med_diff_adj	CRLF2	0.66873985938345
Brain - Amygdala	med_diff_adj	CRLF2	-1
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	CRLF2	-1
Brain - Cortex	med_diff_adj	CRLF2	-1
Brain - Frontal Cortex (BA9)	med_diff_adj	CRLF2	-1
Brain - Hippocampus	med_diff_adj	CRLF2	-0.721443228454172
Brain - Hypothalamus	med_diff_adj	CRLF2	-0.049908256880734
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	CRLF2	-1
Breast - Mammary Tissue	med_diff_adj	CRLF2	-0.219617520049352
Cells - EBV-transformed lymphocytes	med_diff_adj	CRLF2	-0.288060644346178
Colon - Sigmoid	med_diff_adj	CRLF2	0.0628199162401117
Colon - Transverse	med_diff_adj	CRLF2	-0.300559179869525
Esophagus - Gastroesophageal Junction	med_diff_adj	CRLF2	-0.378996499416569
Esophagus - Mucosa	med_diff_adj	CRLF2	-0.165159447881961
Esophagus - Muscularis	med_diff_adj	CRLF2	-0.355916580251181
Heart - Atrial Appendage	med_diff_adj	CRLF2	-0.195272727272727
Heart - Left Ventricle	med_diff_adj	CRLF2	-0.77305095150399
Kidney - Cortex	med_diff_adj	CRLF2	0.692896639727776
Kidney - Medulla	med_diff_adj	CRLF2	-1
Liver	med_diff_adj	CRLF2	-1
Lung	med_diff_adj	CRLF2	-0.229527794381351
Minor Salivary Gland	med_diff_adj	CRLF2	0.286861732644865
Nerve - Tibial	med_diff_adj	CRLF2	-0.23567335243553
Pancreas	med_diff_adj	CRLF2	-0.30855435188644
Pituitary	med_diff_adj	CRLF2	-1
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	CRLF2	-0.0394027374533389
Skin - Sun Exposed (Lower leg)	med_diff_adj	CRLF2	-0.0856782864342713
Small Intestine - Terminal Ileum	med_diff_adj	CRLF2	-0.0757087270705947
Spleen	med_diff_adj	CRLF2	-0.293738819320215
Stomach	med_diff_adj	CRLF2	-0.212564862861379
Thyroid	med_diff_adj	CRLF2	-0.0206828627708471
Whole Blood	med_diff_adj	CRLF2	-0.315091721905349
Adipose - Subcutaneous	male_med	CRLF2	0.2929
Adipose - Visceral (Omentum)	male_med	CRLF2	0.2221
Adrenal Gland	male_med	CRLF2	0
Artery - Aorta	male_med	CRLF2	0.08591
Artery - Coronary	male_med	CRLF2	0.09373
Artery - Tibial	male_med	CRLF2	0.036885
Bladder	male_med	CRLF2	0.3698
Brain - Amygdala	male_med	CRLF2	0.01128
Brain - Anterior cingulate cortex (BA24)	male_med	CRLF2	0.01658
Brain - Caudate (basal ganglia)	male_med	CRLF2	0
Brain - Cerebellar Hemisphere	male_med	CRLF2	0
Brain - Cerebellum	male_med	CRLF2	0
Brain - Cortex	male_med	CRLF2	0.01401
Brain - Frontal Cortex (BA9)	male_med	CRLF2	0.01531
Brain - Hippocampus	male_med	CRLF2	0.01462
Brain - Hypothalamus	male_med	CRLF2	0.02725
Brain - Nucleus accumbens (basal ganglia)	male_med	CRLF2	0.01391
Brain - Putamen (basal ganglia)	male_med	CRLF2	0
Brain - Spinal cord (cervical c-1)	male_med	CRLF2	0
Brain - Substantia nigra	male_med	CRLF2	0
Breast - Mammary Tissue	male_med	CRLF2	0.1621
Cells - Cultured fibroblasts	male_med	CRLF2	0
Cells - EBV-transformed lymphocytes	male_med	CRLF2	0.3166
Colon - Sigmoid	male_med	CRLF2	0.10745
Colon - Transverse	male_med	CRLF2	0.2146
Esophagus - Gastroesophageal Junction	male_med	CRLF2	0.4285
Esophagus - Mucosa	male_med	CRLF2	0.2101
Esophagus - Muscularis	male_med	CRLF2	0.43395
Heart - Atrial Appendage	male_med	CRLF2	0.0275
Heart - Left Ventricle	male_med	CRLF2	0.01629
Kidney - Cortex	male_med	CRLF2	0.009404
Kidney - Medulla	male_med	CRLF2	0.01654
Liver	male_med	CRLF2	0.01095
Lung	male_med	CRLF2	0.6692
Minor Salivary Gland	male_med	CRLF2	0.1743
Muscle - Skeletal	male_med	CRLF2	0
Nerve - Tibial	male_med	CRLF2	0.2792
Pancreas	male_med	CRLF2	0.02677
Pituitary	male_med	CRLF2	0.018525
Skin - Not Sun Exposed (Suprapubic)	male_med	CRLF2	0.2411
Skin - Sun Exposed (Lower leg)	male_med	CRLF2	0.2381
Small Intestine - Terminal Ileum	male_med	CRLF2	0.44975
Spleen	male_med	CRLF2	0.13975
Stomach	male_med	CRLF2	0.2698
Thyroid	male_med	CRLF2	0.06092
Whole Blood	male_med	CRLF2	0.06487
Adipose - Subcutaneous	female_med	CRLF2	0.21405
Adipose - Visceral (Omentum)	female_med	CRLF2	0.13415
Adrenal Gland	female_med	CRLF2	0
Artery - Aorta	female_med	CRLF2	0.05533
Artery - Coronary	female_med	CRLF2	0.081875
Artery - Tibial	female_med	CRLF2	0.02311
Bladder	female_med	CRLF2	0.6171
Brain - Amygdala	female_med	CRLF2	0
Brain - Anterior cingulate cortex (BA24)	female_med	CRLF2	0
Brain - Caudate (basal ganglia)	female_med	CRLF2	0
Brain - Cerebellar Hemisphere	female_med	CRLF2	0
Brain - Cerebellum	female_med	CRLF2	0
Brain - Cortex	female_med	CRLF2	0
Brain - Frontal Cortex (BA9)	female_med	CRLF2	0
Brain - Hippocampus	female_med	CRLF2	0.0040725
Brain - Hypothalamus	female_med	CRLF2	0.02589
Brain - Nucleus accumbens (basal ganglia)	female_med	CRLF2	0
Brain - Putamen (basal ganglia)	female_med	CRLF2	0
Brain - Spinal cord (cervical c-1)	female_med	CRLF2	0
Brain - Substantia nigra	female_med	CRLF2	0
Breast - Mammary Tissue	female_med	CRLF2	0.1265
Cells - Cultured fibroblasts	female_med	CRLF2	0
Cells - EBV-transformed lymphocytes	female_med	CRLF2	0.2254
Colon - Sigmoid	female_med	CRLF2	0.1142
Colon - Transverse	female_med	CRLF2	0.1501
Esophagus - Gastroesophageal Junction	female_med	CRLF2	0.2661
Esophagus - Mucosa	female_med	CRLF2	0.1754
Esophagus - Muscularis	female_med	CRLF2	0.2795
Heart - Atrial Appendage	female_med	CRLF2	0.02213
Heart - Left Ventricle	female_med	CRLF2	0.003697
Kidney - Cortex	female_med	CRLF2	0.01592
Kidney - Medulla	female_med	CRLF2	0
Liver	female_med	CRLF2	0
Lung	female_med	CRLF2	0.5156
Minor Salivary Gland	female_med	CRLF2	0.2243
Muscle - Skeletal	female_med	CRLF2	0
Nerve - Tibial	female_med	CRLF2	0.2134
Pancreas	female_med	CRLF2	0.01851
Pituitary	female_med	CRLF2	0
Skin - Not Sun Exposed (Suprapubic)	female_med	CRLF2	0.2316
Skin - Sun Exposed (Lower leg)	female_med	CRLF2	0.2177
Small Intestine - Terminal Ileum	female_med	CRLF2	0.4157
Spleen	female_med	CRLF2	0.0987
Stomach	female_med	CRLF2	0.21245
Thyroid	female_med	CRLF2	0.05966
Whole Blood	female_med	CRLF2	0.04443
Adipose - Subcutaneous	med_diff_adj	CSF2RA	0.175366568914956
Adipose - Visceral (Omentum)	med_diff_adj	CSF2RA	-0.179839723444375
Adrenal Gland	med_diff_adj	CSF2RA	-0.0964102564102564
Artery - Aorta	med_diff_adj	CSF2RA	-0.0385232744783307
Artery - Coronary	med_diff_adj	CSF2RA	-0.277213352685051
Artery - Tibial	med_diff_adj	CSF2RA	-0.101694915254237
Bladder	med_diff_adj	CSF2RA	0.0407211687907988
Brain - Amygdala	med_diff_adj	CSF2RA	0.0502063273727648
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	CSF2RA	-0.0337678991237444
Brain - Caudate (basal ganglia)	med_diff_adj	CSF2RA	-0.21094264996704
Brain - Cerebellar Hemisphere	med_diff_adj	CSF2RA	-0.35836038961039
Brain - Cerebellum	med_diff_adj	CSF2RA	-0.251981415687346
Brain - Cortex	med_diff_adj	CSF2RA	0.0370562321845037
Brain - Frontal Cortex (BA9)	med_diff_adj	CSF2RA	0.37231923121997
Brain - Hippocampus	med_diff_adj	CSF2RA	-0.0554098360655736
Brain - Hypothalamus	med_diff_adj	CSF2RA	-0.16736577181208
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	CSF2RA	0.092511013215859
Brain - Putamen (basal ganglia)	med_diff_adj	CSF2RA	-0.151113172541744
Brain - Spinal cord (cervical c-1)	med_diff_adj	CSF2RA	-0.110746023448585
Brain - Substantia nigra	med_diff_adj	CSF2RA	0.00699504517633344
Breast - Mammary Tissue	med_diff_adj	CSF2RA	0.212490575521488
Cells - Cultured fibroblasts	med_diff_adj	CSF2RA	0.267972376316087
Cells - EBV-transformed lymphocytes	med_diff_adj	CSF2RA	-0.0573347107438016
Colon - Sigmoid	med_diff_adj	CSF2RA	-0.138010350776308
Colon - Transverse	med_diff_adj	CSF2RA	-0.16410537870472
Esophagus - Gastroesophageal Junction	med_diff_adj	CSF2RA	-0.0229779411764705
Esophagus - Mucosa	med_diff_adj	CSF2RA	0.0123999999999999
Esophagus - Muscularis	med_diff_adj	CSF2RA	-0.00672430355427464
Heart - Atrial Appendage	med_diff_adj	CSF2RA	0.0357524012806829
Heart - Left Ventricle	med_diff_adj	CSF2RA	0.0807217473884141
Kidney - Cortex	med_diff_adj	CSF2RA	0.171560740144811
Kidney - Medulla	med_diff_adj	CSF2RA	-0.583976992604766
Liver	med_diff_adj	CSF2RA	-0.00806134486826603
Lung	med_diff_adj	CSF2RA	-0.110349554489376
Minor Salivary Gland	med_diff_adj	CSF2RA	0.0451954397394138
Muscle - Skeletal	med_diff_adj	CSF2RA	-0.0305128205128206
Nerve - Tibial	med_diff_adj	CSF2RA	-0.176658957480875
Pancreas	med_diff_adj	CSF2RA	-0.248972884141331
Pituitary	med_diff_adj	CSF2RA	-0.431189229618549
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	CSF2RA	0.0143283582089552
Skin - Sun Exposed (Lower leg)	med_diff_adj	CSF2RA	-0.0309250136836344
Small Intestine - Terminal Ileum	med_diff_adj	CSF2RA	-0.00508582326764145
Spleen	med_diff_adj	CSF2RA	-0.192366412213741
Stomach	med_diff_adj	CSF2RA	-0.0328804347826087
Thyroid	med_diff_adj	CSF2RA	-0.0390713476783692
Whole Blood	med_diff_adj	CSF2RA	0.119584055459272
Adipose - Subcutaneous	male_med	CSF2RA	6.82
Adipose - Visceral (Omentum)	male_med	CSF2RA	6.364
Adrenal Gland	male_med	CSF2RA	1.95
Artery - Aorta	male_med	CSF2RA	3.115
Artery - Coronary	male_med	CSF2RA	3.445
Artery - Tibial	male_med	CSF2RA	1.652
Bladder	male_med	CSF2RA	1.6085
Brain - Amygdala	male_med	CSF2RA	1.454
Brain - Anterior cingulate cortex (BA24)	male_med	CSF2RA	0.9358
Brain - Caudate (basal ganglia)	male_med	CSF2RA	1.517
Brain - Cerebellar Hemisphere	male_med	CSF2RA	0.4928
Brain - Cerebellum	male_med	CSF2RA	0.3659
Brain - Cortex	male_med	CSF2RA	0.7718
Brain - Frontal Cortex (BA9)	male_med	CSF2RA	0.8533
Brain - Hippocampus	male_med	CSF2RA	1.525
Brain - Hypothalamus	male_med	CSF2RA	2.384
Brain - Nucleus accumbens (basal ganglia)	male_med	CSF2RA	1.2485
Brain - Putamen (basal ganglia)	male_med	CSF2RA	1.078
Brain - Spinal cord (cervical c-1)	male_med	CSF2RA	6.6955
Brain - Substantia nigra	male_med	CSF2RA	3.431
Breast - Mammary Tissue	male_med	CSF2RA	3.979
Cells - Cultured fibroblasts	male_med	CSF2RA	0.008833
Cells - EBV-transformed lymphocytes	male_med	CSF2RA	0.1936
Colon - Sigmoid	male_med	CSF2RA	1.739
Colon - Transverse	male_med	CSF2RA	1.822
Esophagus - Gastroesophageal Junction	male_med	CSF2RA	1.088
Esophagus - Mucosa	male_med	CSF2RA	1.25
Esophagus - Muscularis	male_med	CSF2RA	1.041
Heart - Atrial Appendage	male_med	CSF2RA	0.7496
Heart - Left Ventricle	male_med	CSF2RA	0.3159
Kidney - Cortex	male_med	CSF2RA	0.9944
Kidney - Medulla	male_med	CSF2RA	1.217
Liver	male_med	CSF2RA	0.5086
Lung	male_med	CSF2RA	14.59
Minor Salivary Gland	male_med	CSF2RA	2.456
Muscle - Skeletal	male_med	CSF2RA	0.195
Nerve - Tibial	male_med	CSF2RA	5.621
Pancreas	male_med	CSF2RA	0.3651
Pituitary	male_med	CSF2RA	1.337
Skin - Not Sun Exposed (Suprapubic)	male_med	CSF2RA	1.675
Skin - Sun Exposed (Lower leg)	male_med	CSF2RA	1.827
Small Intestine - Terminal Ileum	male_med	CSF2RA	3.146
Spleen	male_med	CSF2RA	13.1
Stomach	male_med	CSF2RA	0.92
Thyroid	male_med	CSF2RA	1.766
Whole Blood	male_med	CSF2RA	46.16
Adipose - Subcutaneous	female_med	CSF2RA	8.016
Adipose - Visceral (Omentum)	female_med	CSF2RA	5.2195
Adrenal Gland	female_med	CSF2RA	1.762
Artery - Aorta	female_med	CSF2RA	2.995
Artery - Coronary	female_med	CSF2RA	2.49
Artery - Tibial	female_med	CSF2RA	1.484
Bladder	female_med	CSF2RA	1.674
Brain - Amygdala	female_med	CSF2RA	1.527
Brain - Anterior cingulate cortex (BA24)	female_med	CSF2RA	0.9042
Brain - Caudate (basal ganglia)	female_med	CSF2RA	1.197
Brain - Cerebellar Hemisphere	female_med	CSF2RA	0.3162
Brain - Cerebellum	female_med	CSF2RA	0.2737
Brain - Cortex	female_med	CSF2RA	0.8004
Brain - Frontal Cortex (BA9)	female_med	CSF2RA	1.171
Brain - Hippocampus	female_med	CSF2RA	1.4405
Brain - Hypothalamus	female_med	CSF2RA	1.985
Brain - Nucleus accumbens (basal ganglia)	female_med	CSF2RA	1.364
Brain - Putamen (basal ganglia)	female_med	CSF2RA	0.9151
Brain - Spinal cord (cervical c-1)	female_med	CSF2RA	5.954
Brain - Substantia nigra	female_med	CSF2RA	3.455
Breast - Mammary Tissue	female_med	CSF2RA	4.8245
Cells - Cultured fibroblasts	female_med	CSF2RA	0.0112
Cells - EBV-transformed lymphocytes	female_med	CSF2RA	0.1825
Colon - Sigmoid	female_med	CSF2RA	1.499
Colon - Transverse	female_med	CSF2RA	1.523
Esophagus - Gastroesophageal Junction	female_med	CSF2RA	1.063
Esophagus - Mucosa	female_med	CSF2RA	1.2655
Esophagus - Muscularis	female_med	CSF2RA	1.034
Heart - Atrial Appendage	female_med	CSF2RA	0.7764
Heart - Left Ventricle	female_med	CSF2RA	0.3414
Kidney - Cortex	female_med	CSF2RA	1.165
Kidney - Medulla	female_med	CSF2RA	0.5063
Liver	female_med	CSF2RA	0.5045
Lung	female_med	CSF2RA	12.98
Minor Salivary Gland	female_med	CSF2RA	2.567
Muscle - Skeletal	female_med	CSF2RA	0.18905
Nerve - Tibial	female_med	CSF2RA	4.628
Pancreas	female_med	CSF2RA	0.2742
Pituitary	female_med	CSF2RA	0.7605
Skin - Not Sun Exposed (Suprapubic)	female_med	CSF2RA	1.699
Skin - Sun Exposed (Lower leg)	female_med	CSF2RA	1.7705
Small Intestine - Terminal Ileum	female_med	CSF2RA	3.13
Spleen	female_med	CSF2RA	10.58
Stomach	female_med	CSF2RA	0.88975
Thyroid	female_med	CSF2RA	1.697
Whole Blood	female_med	CSF2RA	51.68
Adipose - Subcutaneous	med_diff_adj	IL3RA	-0.298798798798799
Adipose - Visceral (Omentum)	med_diff_adj	IL3RA	-0.309241441038264
Adrenal Gland	med_diff_adj	IL3RA	-0.203665521191294
Artery - Aorta	med_diff_adj	IL3RA	-0.157080799304952
Artery - Coronary	med_diff_adj	IL3RA	-0.301140030114003
Artery - Tibial	med_diff_adj	IL3RA	-0.246062303115156
Bladder	med_diff_adj	IL3RA	-0.253812884133849
Brain - Amygdala	med_diff_adj	IL3RA	-0.0415240702715036
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	IL3RA	-0.113307349665924
Brain - Caudate (basal ganglia)	med_diff_adj	IL3RA	-0.0557217651458489
Brain - Cerebellar Hemisphere	med_diff_adj	IL3RA	-0.0503718728870858
Brain - Cerebellum	med_diff_adj	IL3RA	-0.00496060694484957
Brain - Cortex	med_diff_adj	IL3RA	-0.172873563218391
Brain - Frontal Cortex (BA9)	med_diff_adj	IL3RA	-0.0522464698331194
Brain - Hippocampus	med_diff_adj	IL3RA	-0.0875097125097125
Brain - Hypothalamus	med_diff_adj	IL3RA	-0.0399698340874813
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	IL3RA	-0.0320087098530213
Brain - Putamen (basal ganglia)	med_diff_adj	IL3RA	-0.060064585575888
Brain - Spinal cord (cervical c-1)	med_diff_adj	IL3RA	-0.121368699046963
Brain - Substantia nigra	med_diff_adj	IL3RA	-0.310385338345865
Breast - Mammary Tissue	med_diff_adj	IL3RA	-0.438345356176736
Cells - Cultured fibroblasts	med_diff_adj	IL3RA	-0.0665385026166827
Cells - EBV-transformed lymphocytes	med_diff_adj	IL3RA	-0.316798196166855
Colon - Sigmoid	med_diff_adj	IL3RA	-0.191752577319588
Colon - Transverse	med_diff_adj	IL3RA	-0.25523295070898
Esophagus - Gastroesophageal Junction	med_diff_adj	IL3RA	-0.200318326512051
Esophagus - Mucosa	med_diff_adj	IL3RA	-0.157574990507531
Esophagus - Muscularis	med_diff_adj	IL3RA	-0.203079012904686
Heart - Atrial Appendage	med_diff_adj	IL3RA	-0.267071320182094
Heart - Left Ventricle	med_diff_adj	IL3RA	-0.201038802322029
Kidney - Cortex	med_diff_adj	IL3RA	-0.15356820234869
Kidney - Medulla	med_diff_adj	IL3RA	-0.65695652173913
Liver	med_diff_adj	IL3RA	-0.0882352941176471
Lung	med_diff_adj	IL3RA	-0.241171088746569
Minor Salivary Gland	med_diff_adj	IL3RA	-0.050381679389313
Muscle - Skeletal	med_diff_adj	IL3RA	-0.185220397579948
Nerve - Tibial	med_diff_adj	IL3RA	-0.237485939257593
Pancreas	med_diff_adj	IL3RA	-0.210388247639035
Pituitary	med_diff_adj	IL3RA	-0.0642892398815399
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	IL3RA	-0.140377358490566
Skin - Sun Exposed (Lower leg)	med_diff_adj	IL3RA	-0.157651245551601
Small Intestine - Terminal Ileum	med_diff_adj	IL3RA	-0.21814724259712
Spleen	med_diff_adj	IL3RA	-0.215588130139435
Stomach	med_diff_adj	IL3RA	-0.267596566523605
Thyroid	med_diff_adj	IL3RA	-0.212910128388017
Whole Blood	med_diff_adj	IL3RA	-0.151133501259446
Adipose - Subcutaneous	male_med	IL3RA	49.95
Adipose - Visceral (Omentum)	male_med	IL3RA	44.69
Adrenal Gland	male_med	IL3RA	4.365
Artery - Aorta	male_med	IL3RA	11.51
Artery - Coronary	male_med	IL3RA	23.245
Artery - Tibial	male_med	IL3RA	14.285
Bladder	male_med	IL3RA	21.965
Brain - Amygdala	male_med	IL3RA	4.383
Brain - Anterior cingulate cortex (BA24)	male_med	IL3RA	3.592
Brain - Caudate (basal ganglia)	male_med	IL3RA	5.348
Brain - Cerebellar Hemisphere	male_med	IL3RA	14.79
Brain - Cerebellum	male_med	IL3RA	17.135
Brain - Cortex	male_med	IL3RA	4.35
Brain - Frontal Cortex (BA9)	male_med	IL3RA	3.895
Brain - Hippocampus	male_med	IL3RA	5.148
Brain - Hypothalamus	male_med	IL3RA	5.304
Brain - Nucleus accumbens (basal ganglia)	male_med	IL3RA	4.5925
Brain - Putamen (basal ganglia)	male_med	IL3RA	4.645
Brain - Spinal cord (cervical c-1)	male_med	IL3RA	8.709
Brain - Substantia nigra	male_med	IL3RA	6.384
Breast - Mammary Tissue	male_med	IL3RA	44.36
Cells - Cultured fibroblasts	male_med	IL3RA	0.46815
Cells - EBV-transformed lymphocytes	male_med	IL3RA	39.915
Colon - Sigmoid	male_med	IL3RA	19.4
Colon - Transverse	male_med	IL3RA	14.81
Esophagus - Gastroesophageal Junction	male_med	IL3RA	21.99
Esophagus - Mucosa	male_med	IL3RA	7.901
Esophagus - Muscularis	male_med	IL3RA	22.085
Heart - Atrial Appendage	male_med	IL3RA	7.249
Heart - Left Ventricle	male_med	IL3RA	6.546
Kidney - Cortex	male_med	IL3RA	7.749
Kidney - Medulla	male_med	IL3RA	18.4
Liver	male_med	IL3RA	1.564
Lung	male_med	IL3RA	54.65
Minor Salivary Gland	male_med	IL3RA	10.48
Muscle - Skeletal	male_med	IL3RA	5.785
Nerve - Tibial	male_med	IL3RA	35.56
Pancreas	male_med	IL3RA	3.812
Pituitary	male_med	IL3RA	8.104
Skin - Not Sun Exposed (Suprapubic)	male_med	IL3RA	13.25
Skin - Sun Exposed (Lower leg)	male_med	IL3RA	14.05
Small Intestine - Terminal Ileum	male_med	IL3RA	18.405
Spleen	male_med	IL3RA	13.985
Stomach	male_med	IL3RA	11.65
Thyroid	male_med	IL3RA	28.04
Whole Blood	male_med	IL3RA	7.94
Adipose - Subcutaneous	female_med	IL3RA	35.025
Adipose - Visceral (Omentum)	female_med	IL3RA	30.87
Adrenal Gland	female_med	IL3RA	3.476
Artery - Aorta	female_med	IL3RA	9.702
Artery - Coronary	female_med	IL3RA	16.245
Artery - Tibial	female_med	IL3RA	10.77
Bladder	female_med	IL3RA	16.39
Brain - Amygdala	female_med	IL3RA	4.201
Brain - Anterior cingulate cortex (BA24)	female_med	IL3RA	3.185
Brain - Caudate (basal ganglia)	female_med	IL3RA	5.05
Brain - Cerebellar Hemisphere	female_med	IL3RA	14.045
Brain - Cerebellum	female_med	IL3RA	17.05
Brain - Cortex	female_med	IL3RA	3.598
Brain - Frontal Cortex (BA9)	female_med	IL3RA	3.6915
Brain - Hippocampus	female_med	IL3RA	4.6975
Brain - Hypothalamus	female_med	IL3RA	5.092
Brain - Nucleus accumbens (basal ganglia)	female_med	IL3RA	4.4455
Brain - Putamen (basal ganglia)	female_med	IL3RA	4.366
Brain - Spinal cord (cervical c-1)	female_med	IL3RA	7.652
Brain - Substantia nigra	female_med	IL3RA	4.4025
Breast - Mammary Tissue	female_med	IL3RA	24.915
Cells - Cultured fibroblasts	female_med	IL3RA	0.437
Cells - EBV-transformed lymphocytes	female_med	IL3RA	27.27
Colon - Sigmoid	female_med	IL3RA	15.68
Colon - Transverse	female_med	IL3RA	11.03
Esophagus - Gastroesophageal Junction	female_med	IL3RA	17.585
Esophagus - Mucosa	female_med	IL3RA	6.656
Esophagus - Muscularis	female_med	IL3RA	17.6
Heart - Atrial Appendage	female_med	IL3RA	5.313
Heart - Left Ventricle	female_med	IL3RA	5.23
Kidney - Cortex	female_med	IL3RA	6.559
Kidney - Medulla	female_med	IL3RA	6.312
Liver	female_med	IL3RA	1.426
Lung	female_med	IL3RA	41.47
Minor Salivary Gland	female_med	IL3RA	9.952
Muscle - Skeletal	female_med	IL3RA	4.7135
Nerve - Tibial	female_med	IL3RA	27.115
Pancreas	female_med	IL3RA	3.01
Pituitary	female_med	IL3RA	7.583
Skin - Not Sun Exposed (Suprapubic)	female_med	IL3RA	11.39
Skin - Sun Exposed (Lower leg)	female_med	IL3RA	11.835
Small Intestine - Terminal Ileum	female_med	IL3RA	14.39
Spleen	female_med	IL3RA	10.97
Stomach	female_med	IL3RA	8.5325
Thyroid	female_med	IL3RA	22.07
Whole Blood	female_med	IL3RA	6.74
Adipose - Subcutaneous	med_diff_adj	SLC25A6	-0.0704654599187292
Adipose - Visceral (Omentum)	med_diff_adj	SLC25A6	-0.000704845814977934
Adrenal Gland	med_diff_adj	SLC25A6	-0.00203214483650454
Artery - Aorta	med_diff_adj	SLC25A6	-0.045444006492001
Artery - Coronary	med_diff_adj	SLC25A6	-0.0412632042253521
