Gene	Tissue	mean_ASE
MID1	Esophagus - Muscularis	0
GPC4	Esophagus - Muscularis	0
YIPF6	Esophagus - Muscularis	0
STS	Esophagus - Muscularis	0.428571428571429
SMIM10	Esophagus - Muscularis	0.0238095238095238
ARHGAP4	Esophagus - Muscularis	0
MECP2	Esophagus - Muscularis	0.0121951219512195
APOOL	Esophagus - Muscularis	0
RPS4X	Esophagus - Muscularis	0.285714285714286
PRKX	Esophagus - Muscularis	0.142857142857143
ASMTL	Esophagus - Muscularis	0.454054054054054
DMD	Esophagus - Muscularis	0
UBA1	Esophagus - Muscularis	0.0755813953488372
MAOA	Esophagus - Muscularis	0.00579470198675495
SLC25A43	Esophagus - Muscularis	0
MMGT1	Esophagus - Muscularis	0.0172413793103449
TAF1	Esophagus - Muscularis	0
FHL1	Esophagus - Muscularis	0.0175674322948955
ARHGAP6	Esophagus - Muscularis	0
COL4A6	Esophagus - Muscularis	0.00607287449392715
PHF6	Esophagus - Muscularis	0
EIF2S3	Esophagus - Muscularis	0.237837837837838
STEEP1	Esophagus - Muscularis	0.0405405405405405
TMSB4X	Esophagus - Muscularis	0.00320970042796006
PLCXD1	Esophagus - Muscularis	0.5
MORC4	Esophagus - Muscularis	0
CD99	Esophagus - Muscularis	0.253967186659494
XIAP	Esophagus - Muscularis	0
PHF8	Esophagus - Muscularis	0
STARD8	Esophagus - Muscularis	0
TBC1D25	Esophagus - Muscularis	0.0116279069767442
RAB11FIP1P1	Esophagus - Muscularis	0
SSR4	Esophagus - Muscularis	0
PDZD4	Esophagus - Muscularis	0
F8	Esophagus - Muscularis	0
HNRNPH2	Esophagus - Muscularis	0
DNASE1L1	Esophagus - Muscularis	0
LRCH2	Esophagus - Muscularis	0
MPP1	Esophagus - Muscularis	0
IL3RA	Esophagus - Muscularis	0.488372093023256
VMA21	Esophagus - Muscularis	0.02
EFHC2	Esophagus - Muscularis	0
MED12	Esophagus - Muscularis	0
TCEAL4	Esophagus - Muscularis	0.00448419255994353
SLC25A6	Esophagus - Muscularis	0.452355683400945
SMC1A	Esophagus - Muscularis	0.109375
CCDC22	Esophagus - Muscularis	0
EMD	Esophagus - Muscularis	0
OFD1	Esophagus - Muscularis	0.0909090909090909
IRAK1	Kidney - Cortex	0
CHRDL1	Kidney - Cortex	0
ATP6AP2	Kidney - Cortex	0
TSPAN6	Kidney - Cortex	0
GAB3	Kidney - Cortex	0
PLCXD1	Kidney - Cortex	0.181818181818182
RBBP7	Kidney - Cortex	0.0416666666666667
TMEM187	Kidney - Cortex	0
TBC1D25	Kidney - Cortex	0
RENBP	Kidney - Cortex	0
NAA10	Kidney - Cortex	0
SLC35A2	Kidney - Cortex	0
FAM199X	Kidney - Cortex	0
DNASE1L1	Kidney - Cortex	0
CCDC22	Kidney - Cortex	0
ZRSR2	Kidney - Cortex	0.282051282051282
ELK1	Kidney - Cortex	0
ZDHHC9	Kidney - Cortex	0
TRMT2B	Kidney - Cortex	0
WWC3	Kidney - Cortex	0
FHL1	Kidney - Cortex	0.0188679245283019
IL3RA	Kidney - Cortex	0.416666666666667
EOLA1-DT	Kidney - Cortex	0
RNF113A	Kidney - Cortex	0
TBL1X	Kidney - Cortex	0
USP9X	Kidney - Cortex	0.153846153846154
RBMX	Kidney - Cortex	0
ZFX	Kidney - Cortex	0.375
PIGA	Kidney - Cortex	0
GABRE	Kidney - Cortex	0
TMSB4X	Kidney - Cortex	0.0254482359745518
COL4A6	Kidney - Cortex	0
RPS6KA3	Kidney - Cortex	0
PUDP	Kidney - Cortex	0.454545454545455
FTX	Kidney - Cortex	0.0769230769230769
GPC4	Kidney - Cortex	0
HS6ST2	Kidney - Cortex	0
AKAP17A	Kidney - Cortex	0.488636363636364
VBP1	Kidney - Cortex	0
VMA21	Kidney - Cortex	0
MED12	Kidney - Cortex	0
USP11	Kidney - Cortex	0.008
LINC00106	Kidney - Cortex	0.466666666666667
HMGB3	Kidney - Cortex	0
ZXDB	Kidney - Cortex	0
PDK3	Kidney - Cortex	0
MPP1	Kidney - Cortex	0
PHF6	Kidney - Cortex	0
MID1	Kidney - Cortex	0
IDS	Kidney - Cortex	0
RIBC1	Kidney - Cortex	0.0833333333333333
CLDN2	Kidney - Cortex	0
CLCN5	Kidney - Cortex	0
RPL10	Kidney - Cortex	0
SMARCA1	Kidney - Cortex	0
UBA1	Kidney - Cortex	0.0709219858156028
NSDHL	Kidney - Cortex	0
GDI1	Kidney - Cortex	0
GTPBP6	Kidney - Cortex	0.422222222222222
LAMP2	Kidney - Cortex	0
OPHN1	Kidney - Cortex	0
WDR13	Kidney - Cortex	0
SLC25A5	Kidney - Cortex	0.00115074798619102
HNRNPH2	Kidney - Cortex	0
SLC25A43	Kidney - Cortex	0
STS	Kidney - Cortex	0.1875
F8	Kidney - Cortex	0
ZNF75D	Kidney - Cortex	0
BGN	Kidney - Cortex	0.00316455696202532
TMEM164	Kidney - Cortex	0
BEX4	Kidney - Cortex	0
TSR2	Kidney - Cortex	0
XPNPEP2	Kidney - Cortex	0
PHF8	Kidney - Cortex	0
APOOL	Kidney - Cortex	0
ASMTL	Kidney - Cortex	0.472222222222222
MIR503HG	Kidney - Cortex	0
STARD8	Kidney - Cortex	0
PHKA2	Kidney - Cortex	0
OCRL	Kidney - Cortex	0
ZBED1	Kidney - Cortex	0.372549019607843
SMIM10	Kidney - Cortex	0
REPS2	Kidney - Cortex	0.0645161290322581
TIMP1	Kidney - Cortex	0.00290697674418605
ARSL	Kidney - Cortex	0.166666666666667
BCORL1	Kidney - Cortex	0
ACOT9	Kidney - Cortex	0.0123456790123457
ZBTB33	Kidney - Cortex	0
FLNA	Kidney - Cortex	0.00235849056603774
ZNF449	Kidney - Cortex	0.0526315789473684
HCFC1	Kidney - Cortex	0
FAM3A	Kidney - Cortex	0
GRIPAP1	Kidney - Cortex	0
PNPLA4	Kidney - Cortex	0.466666666666667
EIF2S3	Kidney - Cortex	0.130434782608696
TCEAL4	Kidney - Cortex	0
PPP2R3B	Kidney - Cortex	0.5
ATP6AP1	Kidney - Cortex	0
SNX12	Kidney - Cortex	0
MAOA	Kidney - Cortex	0
ELF4	Kidney - Cortex	0
MAGED1	Kidney - Cortex	0
PIR	Kidney - Cortex	0.181818181818182
CXorf38	Kidney - Cortex	0.0384615384615385
ARHGAP6	Kidney - Cortex	0
INE1	Kidney - Cortex	0.125
TIMM17B	Kidney - Cortex	0
SSR4	Kidney - Cortex	0
ASMTL-AS1	Kidney - Cortex	0.44
SMS	Kidney - Cortex	0
APOO	Kidney - Cortex	0
NONO	Kidney - Cortex	0
SMC1A	Kidney - Cortex	0.178571428571429
BEX2	Kidney - Cortex	0
TAF1	Kidney - Cortex	0.0714285714285714
ACE2	Kidney - Cortex	0.266666666666667
LDOC1	Kidney - Cortex	0
MXRA5	Kidney - Cortex	0.142857142857143
RTL8A	Kidney - Cortex	0
PCSK1N	Kidney - Cortex	0
XIAP	Kidney - Cortex	0
SLC25A6	Kidney - Cortex	0.482828282828283
STEEP1	Kidney - Cortex	0
PRKX	Kidney - Cortex	0.108108108108108
DLG3	Kidney - Cortex	0
MECP2	Kidney - Cortex	0
ARHGAP4	Kidney - Cortex	0
RBM3	Kidney - Cortex	0
RPS4X	Kidney - Cortex	0.4
TAFAZZIN	Kidney - Cortex	0
NAP1L2	Kidney - Cortex	0
XIST	Kidney - Cortex	0
FAAH2	Kidney - Cortex	0.0434782608695652
SHROOM4	Kidney - Cortex	0
MORC4	Kidney - Cortex	0
MIR503HG	Liver	0.0227272727272727
RPS6KA3	Liver	0
TSPAN6	Liver	0
GTPBP6	Liver	0.480769230769231
WWC3	Liver	0
ZXDB	Liver	0
USP11	Liver	0
MID1	Liver	0
REPS2	Liver	0
RENBP	Liver	0
UBA1	Liver	0.0909090909090909
SLC25A43	Liver	0
NONO	Liver	0
NAA10	Liver	0.104761904761905
TRMT2B	Liver	0
PLCXD1	Liver	0.166666666666667
ARSL	Liver	0.345454545454545
TBL1X	Liver	0.110646599777034
FAM3A	Liver	0
SNX12	Liver	0
BGN	Liver	0.0341489940184883
SLC35A2	Liver	0
WDR13	Liver	0
APOO	Liver	0
CLCN5	Liver	0
SSR4	Liver	0
ZBTB33	Liver	0
SLC25A5	Liver	0.00170946885711459
TSR2	Liver	0
GDI1	Liver	0
XIST	Liver	0.0285714285714286
ZRSR2	Liver	0.208333333333333
RAB11FIP1P1	Liver	0
RPL10	Liver	0
LAMP2	Liver	0
OCRL	Liver	0
PUDP	Liver	0.3
PHF8	Liver	0
XIAP	Liver	0
CXorf38	Liver	0.05
RBBP7	Liver	0
TIMP1	Liver	0.0106172606996563
PIGA	Liver	0
PIR	Liver	0
RBM3	Liver	0.00219298245614035
DNASE1L1	Liver	0
CLDN2	Liver	0
TAFAZZIN	Liver	0
USP9X	Liver	0.111111111111111
XPNPEP2	Liver	0
TMSB4X	Liver	0.000965250965250965
ATP6AP1	Liver	0
LDOC1	Liver	0
EIF2S3	Liver	0.0813953488372093
MAGED1	Liver	0
ZBED1	Liver	0.481518817204301
HNRNPH2	Liver	0
STARD8	Liver	0
ARHGAP4	Liver	0.0357142857142857
TIMM17B	Liver	0
TMEM187	Liver	0.13125
MED12	Liver	0
AKAP17A	Liver	0.454074227659134
TAF1	Liver	0
IDS	Liver	0
FLNA	Liver	0.0454545454545455
ASMTL-AS1	Liver	0.375
PPP2R3B	Liver	0.4
GYG2	Liver	0.446843853820598
EOLA1-DT	Liver	0
MAOA	Liver	0.00238095238095238
ZDHHC9	Liver	0
PHKA2	Liver	0
RNF113A	Liver	0
ATP6AP2	Liver	0
RTL8A	Liver	0
MORC4	Liver	0
GRIPAP1	Liver	0
CCDC22	Liver	0
STS	Liver	0.454545454545455
FHL1	Liver	0.115126050420168
FTX	Liver	0
HMGB3	Liver	0
ELK1	Liver	0
IRAK1	Liver	0
ASMTL	Liver	0.430379746835443
ZFX	Liver	0.357142857142857
STEEP1	Liver	0.0625
SLC25A6	Liver	0.47
LINC00106	Liver	0.333333333333333
MAP7D3	Liver	0
VBP1	Liver	0.0232558139534884
APOOL	Liver	0
ACOT9	Liver	0
TCEAL4	Liver	0.0131578947368421
FAAH2	Liver	0
SMC1A	Liver	0.281818181818182
RBMX	Liver	0.163265306122449
SASH3	Liver	0
ZNF75D	Liver	0
HCFC1	Liver	0.114583333333333
F8	Liver	0.0883458646616542
RPS4X	Liver	0.214285714285714
CLIC2	Liver	0
NSDHL	Liver	0
OTC	Liver	0
MPP1	Liver	0
BCORL1	Liver	0
TBC1D25	Liver	0
OCRL	Lung	0
ELF4	Lung	0
DLG3	Lung	0.025
RPS6KA3	Lung	0
PLCXD1	Lung	0.350877192982456
TIMP1	Lung	0.00343744267106953
PIGA	Lung	0
POLA1	Lung	0
MID1	Lung	0
RENBP	Lung	0
ZBED1	Lung	0.40683023872679
IL3RA	Lung	0.388235294117647
PDK3	Lung	0.0555555555555556
TBL1X	Lung	0.02
TCEANC	Lung	0
SLC25A5	Lung	0.00121065375302664
TSR2	Lung	0
ZRSR2	Lung	0.156716417910448
ZNF275	Lung	0
WDR13	Lung	0.025
CYBB	Lung	0
ACOT9	Lung	0
ZNF75D	Lung	0
UBA1	Lung	0.0972222222222222
PUDP	Lung	0.363636363636364
ELK1	Lung	0
RBBP7	Lung	0
GPC4	Lung	0
ATP6AP1	Lung	0.0221957311534968
CCDC22	Lung	0
WWC3	Lung	0
XIAP	Lung	0
VMA21	Lung	0
SLC25A43	Lung	0.02
STS	Lung	0.483870967741935
GDI1	Lung	0.0045662100456621
GRIPAP1	Lung	0
BTK	Lung	0.00485436893203884
FLNA	Lung	0
GABRE	Lung	0
FAM3A	Lung	0
ZXDB	Lung	0
TAF1	Lung	0
GAB3	Lung	0
SPIN3	Lung	0
LAMP2	Lung	0.0102661217980664
LINC01560	Lung	0
MIR503HG	Lung	0
MAP7D3	Lung	0
GPM6B	Lung	0.03125
VBP1	Lung	0
REPS2	Lung	0
CA5B	Lung	0.5
TRMT2B	Lung	0
MAGED1	Lung	0
SLC6A14	Lung	0
ARHGAP4	Lung	0.016912926307964
SASH3	Lung	0.0150793650793651
HMGB3	Lung	0.0178571428571428
SNX12	Lung	0
ANOS1	Lung	0.41321044546851
CHRDL1	Lung	0.00833333333333335
TSPAN6	Lung	0.00793650793650795
OPHN1	Lung	0
ZBTB33	Lung	0
SMARCA1	Lung	0
RBM41	Lung	0
LINC00685	Lung	0.4
USP9X	Lung	0.105263157894737
TCEAL4	Lung	0.00411861614497529
NONO	Lung	0
SHROOM4	Lung	0.0303030303030303
EIF2S3	Lung	0.198198198198198
RBM3	Lung	0.00186915887850467
EMD	Lung	0
PHF8	Lung	0
HNRNPH2	Lung	0
MORC4	Lung	0
HCFC1	Lung	0.0533333333333335
APOO	Lung	0
FHL1	Lung	0.00516557475655552
NSDHL	Lung	0.0087719298245614
GTPBP6	Lung	0.395526695526696
PLXNA3	Lung	0
ZFX	Lung	0.454545454545455
FAM199X	Lung	0
MMGT1	Lung	0
TMSB4X	Lung	0.0179599341449052
DNASE1L1	Lung	0.00906625339015887
EOLA1-DT	Lung	0
MECP2	Lung	0
TAFAZZIN	Lung	0
BCORL1	Lung	0
SPIN4	Lung	0
ZDHHC9	Lung	0
SSR4	Lung	0.0125
SLC35A2	Lung	0
PHKA2	Lung	0
RNF113A	Lung	0
STARD8	Lung	0
TMEM164	Lung	0.0172413793103448
DDX3X	Lung	0.289347508859704
RPGR	Lung	0
NLGN4X	Lung	0
TIMM17B	Lung	0
FTX	Lung	0.0127517868745939
NAA10	Lung	0.0485347985347985
TBC1D25	Lung	0
CLIC2	Lung	0.0307692307692308
LINC00106	Lung	0.384615384615385
SMIM10	Lung	0.0333333333333333
PRKX	Lung	0.254901960784313
TMEM187	Lung	0.05
PLXNB3	Lung	0.05
ASMTL	Lung	0.449275362318841
SLC25A6	Lung	0.459564029301913
MXRA5	Lung	0
OFD1	Lung	0
ARHGAP6	Lung	0
SMIM10L2B	Lung	0.111111111111111
GLA	Lung	0
ZNF449	Lung	0
PDZD4	Lung	0
DOCK11	Lung	0
IRAK1	Lung	0
USP11	Lung	0.00675675675675676
IDS	Lung	0
LDOC1	Lung	0.00584795321637425
RPL10	Lung	0
PIR	Lung	0
ATP6AP2	Lung	0.0108108108108108
CXorf38	Lung	0.0975609756097561
TMEM47	Lung	0
XIST	Lung	0
MPP1	Lung	0
AKAP17A	Lung	0.473236223236223
EGFL6	Lung	0
BGN	Lung	0.00333246113817783
PPP2R3B	Lung	0.332512315270936
ASMTL-AS1	Lung	0.352941176470588
F8	Lung	0
MED12	Lung	0
MCTS1	Lung	0
LRCH2	Lung	0
NXF3	Lung	0
BEX4	Lung	0
RTL8A	Lung	0
PHF6	Lung	0
APOOL	Lung	0
XPNPEP2	Lung	0
RAB11FIP1P1	Lung	0
MAOA	Lung	0
RBMX	Lung	0
RPS4X	Lung	0.230769230769231
SMC1A	Lung	0.0909090909090909
STEEP1	Lung	0
IL3RA	Pancreas	0.384615384615385
TSR2	Pancreas	0
GPC4	Pancreas	0
ZBED1	Pancreas	0.384057971014492
VBP1	Pancreas	0.0833333333333333
WWC3	Pancreas	0
FTX	Pancreas	0
ZFX	Pancreas	0.230769230769231
MED12	Pancreas	0
GABRE	Pancreas	0
SSR4	Pancreas	0
OCRL	Pancreas	0.0285714285714285
ZNF275	Pancreas	0
SLC25A5	Pancreas	0.0153970826580227
REPS2	Pancreas	0
ARSL	Pancreas	0.178282828282828
TSPAN6	Pancreas	0.0425531914893617
FLNA	Pancreas	0.0701754385964912
MPP1	Pancreas	0
FAM3A	Pancreas	0.0096774193548387
USP11	Pancreas	0
CCDC22	Pancreas	0
TAF1	Pancreas	0
GRIPAP1	Pancreas	0.0384615384615384
RPL10	Pancreas	0
MAOA	Pancreas	0.00704225352112675
EOLA1-DT	Pancreas	0.0277777777777778
XIAP	Pancreas	0.0294117647058823
RBBP7	Pancreas	0
ZRSR2	Pancreas	0.19047619047619
ACOT9	Pancreas	0
GTPBP6	Pancreas	0.380930328290625
TIMM17B	Pancreas	0.0111111111111111
ELK1	Pancreas	0
BEX4	Pancreas	0
IRAK1	Pancreas	0.0350877192982456
DNASE1L1	Pancreas	0
SNX12	Pancreas	0.0151515151515152
ATP6AP2	Pancreas	0.0416666666666667
NAA10	Pancreas	0.068181818181818
BGN	Pancreas	0.0197368421052631
DLG3	Pancreas	0.0217391304347826
ASMTL	Pancreas	0.260869565217391
AKAP17A	Pancreas	0.4632257012394
XIST	Pancreas	0
LDOC1	Pancreas	0.0370879120879121
FHL1	Pancreas	0.182010135135135
ATP6AP1	Pancreas	0.0326321467098166
TIMP1	Pancreas	0.0201265358518247
PLXNB3	Pancreas	0
TMEM164	Pancreas	0
HS6ST2	Pancreas	0
RHOXF1P1	Pancreas	0
SLC25A43	Pancreas	0
TCEAL4	Pancreas	0.0160550458715597
SMC1A	Pancreas	0.0588235294117647
FAM199X	Pancreas	0
TAFAZZIN	Pancreas	0.015625
NONO	Pancreas	0
ARHGAP4	Pancreas	0
HCFC1	Pancreas	0.0138888888888889
SLC35A2	Pancreas	0
RBMX	Pancreas	0.0121951219512195
EMD	Pancreas	0
HNRNPH2	Pancreas	0
ZNF75D	Pancreas	0
MORC4	Pancreas	0
TBC1D25	Pancreas	0.05
EIF2S3	Pancreas	0.15
ASMTL-AS1	Pancreas	0.307692307692308
UBA1	Pancreas	0.115384615384615
STEEP1	Pancreas	0
TMEM187	Pancreas	0.0161290322580645
RBM3	Pancreas	0.0296525096525097
ZNF449	Pancreas	0
LAMP2	Pancreas	0
RTL8A	Pancreas	0.0588235294117647
PHKA2	Pancreas	0
PHF8	Pancreas	0.0555555555555555
GDI1	Pancreas	0.0253164556962025
ZBTB33	Pancreas	0
SLC25A6	Pancreas	0.420394808337141
RPS4X	Pancreas	0.111111111111111
TMSB4X	Pancreas	0.00903225806451613
IDS	Pancreas	0.0163934426229508
PPP2R3B	Pancreas	0.360507246376812
DNASE1L1	Skin - Sun Exposed (Lower leg)	0
MID1	Skin - Sun Exposed (Lower leg)	0
SLC35A2	Skin - Sun Exposed (Lower leg)	0
EOLA1-DT	Skin - Sun Exposed (Lower leg)	0
SNX12	Skin - Sun Exposed (Lower leg)	0.00666666666666667
ATP6AP1	Skin - Sun Exposed (Lower leg)	0
OPHN1	Skin - Sun Exposed (Lower leg)	0
FHL1	Skin - Sun Exposed (Lower leg)	0.0185810810810811
ZRSR2	Skin - Sun Exposed (Lower leg)	0.279569892473118
ZFX	Skin - Sun Exposed (Lower leg)	0.466666666666667
TSPAN6	Skin - Sun Exposed (Lower leg)	0.0434782608695652
GPC4	Skin - Sun Exposed (Lower leg)	0
PUDP	Skin - Sun Exposed (Lower leg)	0.25
SPIN4	Skin - Sun Exposed (Lower leg)	0
CD99	Skin - Sun Exposed (Lower leg)	0.388888888888889
TRMT2B	Skin - Sun Exposed (Lower leg)	0
CA5B	Skin - Sun Exposed (Lower leg)	0.142857142857143
ANOS1	Skin - Sun Exposed (Lower leg)	0
MAOA	Skin - Sun Exposed (Lower leg)	0
CCDC22	Skin - Sun Exposed (Lower leg)	0
RENBP	Skin - Sun Exposed (Lower leg)	0
RTL8A	Skin - Sun Exposed (Lower leg)	0
TAF1	Skin - Sun Exposed (Lower leg)	0
TSR2	Skin - Sun Exposed (Lower leg)	0.00934579439252336
LINC01186	Skin - Sun Exposed (Lower leg)	0
MPP1	Skin - Sun Exposed (Lower leg)	0
PRKX	Skin - Sun Exposed (Lower leg)	0.308823529411765
ATP6AP2	Skin - Sun Exposed (Lower leg)	0.003690036900369
GAB3	Skin - Sun Exposed (Lower leg)	0
NAA10	Skin - Sun Exposed (Lower leg)	0.0217391304347826
USP11	Skin - Sun Exposed (Lower leg)	0
RPS6KA3	Skin - Sun Exposed (Lower leg)	0
AMOT	Skin - Sun Exposed (Lower leg)	0
PLCXD1	Skin - Sun Exposed (Lower leg)	0.3
PCSK1N	Skin - Sun Exposed (Lower leg)	0
TCEAL4	Skin - Sun Exposed (Lower leg)	0
TMEM187	Skin - Sun Exposed (Lower leg)	0
PDZD4	Skin - Sun Exposed (Lower leg)	0
MAP7D3	Skin - Sun Exposed (Lower leg)	0
TMSB4X	Skin - Sun Exposed (Lower leg)	0.00131752305665349
PHF6	Skin - Sun Exposed (Lower leg)	0
TBC1D25	Skin - Sun Exposed (Lower leg)	0
SSR4	Skin - Sun Exposed (Lower leg)	0.0135135135135135
RBBP7	Skin - Sun Exposed (Lower leg)	0.0625
RBM41	Skin - Sun Exposed (Lower leg)	0
PLXNA3	Skin - Sun Exposed (Lower leg)	0
PRRG3	Skin - Sun Exposed (Lower leg)	0
AKAP17A	Skin - Sun Exposed (Lower leg)	0.493723849372385
F8	Skin - Sun Exposed (Lower leg)	0
TAFAZZIN	Skin - Sun Exposed (Lower leg)	0
LAMP2	Skin - Sun Exposed (Lower leg)	0
MED12	Skin - Sun Exposed (Lower leg)	0
APOOL	Skin - Sun Exposed (Lower leg)	0
ASMTL-AS1	Skin - Sun Exposed (Lower leg)	0.375
OCRL	Skin - Sun Exposed (Lower leg)	0
GABRE	Skin - Sun Exposed (Lower leg)	0
CLCN5	Skin - Sun Exposed (Lower leg)	0
WWC3	Skin - Sun Exposed (Lower leg)	0
PIGA	Skin - Sun Exposed (Lower leg)	0
CHRDL1	Skin - Sun Exposed (Lower leg)	0
IRAK1	Skin - Sun Exposed (Lower leg)	0.0140845070422535
SLC25A43	Skin - Sun Exposed (Lower leg)	0
VBP1	Skin - Sun Exposed (Lower leg)	0
SMC1A	Skin - Sun Exposed (Lower leg)	0.0487804878048781
VMA21	Skin - Sun Exposed (Lower leg)	0
IL3RA	Skin - Sun Exposed (Lower leg)	0.487179487179487
STEEP1	Skin - Sun Exposed (Lower leg)	0
EFHC2	Skin - Sun Exposed (Lower leg)	0
WDR13	Skin - Sun Exposed (Lower leg)	0
SLC25A6	Skin - Sun Exposed (Lower leg)	0.448553054662379
BCORL1	Skin - Sun Exposed (Lower leg)	0
GTPBP6	Skin - Sun Exposed (Lower leg)	0.425925925925926
FAM3A	Skin - Sun Exposed (Lower leg)	0
ZBED1	Skin - Sun Exposed (Lower leg)	0.428571428571429
XIST	Skin - Sun Exposed (Lower leg)	0
PPP2R3B	Skin - Sun Exposed (Lower leg)	0.445945945945946
GPM6B	Skin - Sun Exposed (Lower leg)	0.133333333333333
FAM199X	Skin - Sun Exposed (Lower leg)	0
IDS	Skin - Sun Exposed (Lower leg)	0
TIMP1	Skin - Sun Exposed (Lower leg)	0.00535236396074933
PLXNB3	Skin - Sun Exposed (Lower leg)	0
ZNF449	Skin - Sun Exposed (Lower leg)	0
ELF4	Skin - Sun Exposed (Lower leg)	0
COL4A6	Skin - Sun Exposed (Lower leg)	0
USP9X	Skin - Sun Exposed (Lower leg)	0.25
RBM3	Skin - Sun Exposed (Lower leg)	0.00248138957816377
SRPK3	Skin - Sun Exposed (Lower leg)	0
ZXDB	Skin - Sun Exposed (Lower leg)	0
KLF8	Skin - Sun Exposed (Lower leg)	0
SMIM10	Skin - Sun Exposed (Lower leg)	0
BGN	Skin - Sun Exposed (Lower leg)	0
GDI1	Skin - Sun Exposed (Lower leg)	0
PIR	Skin - Sun Exposed (Lower leg)	0
RPL10	Skin - Sun Exposed (Lower leg)	0
SMIM10L2B	Skin - Sun Exposed (Lower leg)	0
GRIPAP1	Skin - Sun Exposed (Lower leg)	0.0196078431372549
APOO	Skin - Sun Exposed (Lower leg)	0
TBL1X	Skin - Sun Exposed (Lower leg)	0.0769230769230769
MCTS1	Skin - Sun Exposed (Lower leg)	0
POF1B	Skin - Sun Exposed (Lower leg)	0
LINC00685	Skin - Sun Exposed (Lower leg)	0.111111111111111
PHKA2	Skin - Sun Exposed (Lower leg)	0
LDOC1	Skin - Sun Exposed (Lower leg)	0
TMEM47	Skin - Sun Exposed (Lower leg)	0.125
RNF113A	Skin - Sun Exposed (Lower leg)	0
INE1	Skin - Sun Exposed (Lower leg)	0.157894736842105
ACOT9	Skin - Sun Exposed (Lower leg)	0
FLNA	Skin - Sun Exposed (Lower leg)	0.00269541778975741
PDK3	Skin - Sun Exposed (Lower leg)	0
HMGB3	Skin - Sun Exposed (Lower leg)	0
STARD8	Skin - Sun Exposed (Lower leg)	0
CLIC2	Skin - Sun Exposed (Lower leg)	0.166666666666667
MORC4	Skin - Sun Exposed (Lower leg)	0
FAAH2	Skin - Sun Exposed (Lower leg)	0
STS	Skin - Sun Exposed (Lower leg)	0.153846153846154
HNRNPA1P27	Skin - Sun Exposed (Lower leg)	0
MECP2	Skin - Sun Exposed (Lower leg)	0
ZNF75D	Skin - Sun Exposed (Lower leg)	0
UBA1	Skin - Sun Exposed (Lower leg)	0.0630630630630631
NONO	Skin - Sun Exposed (Lower leg)	0
SLC10A3	Skin - Sun Exposed (Lower leg)	0
ZNF185	Skin - Sun Exposed (Lower leg)	0
BEX4	Skin - Sun Exposed (Lower leg)	0
TIMM17B	Skin - Sun Exposed (Lower leg)	0
POLA1	Skin - Sun Exposed (Lower leg)	0
ZDHHC9	Skin - Sun Exposed (Lower leg)	0
OFD1	Skin - Sun Exposed (Lower leg)	0.0909090909090909
FTX	Skin - Sun Exposed (Lower leg)	0.0972222222222222
ELK1	Skin - Sun Exposed (Lower leg)	0
HNRNPH2	Skin - Sun Exposed (Lower leg)	0
MAGED1	Skin - Sun Exposed (Lower leg)	0
SLC6A14	Skin - Sun Exposed (Lower leg)	0
DDX3X	Skin - Sun Exposed (Lower leg)	0.2
TMEM164	Skin - Sun Exposed (Lower leg)	0
PNPLA4	Skin - Sun Exposed (Lower leg)	0.2
PHF8	Skin - Sun Exposed (Lower leg)	0
CXorf38	Skin - Sun Exposed (Lower leg)	0.0769230769230769
ASMTL	Skin - Sun Exposed (Lower leg)	0.411764705882353
ZBTB33	Skin - Sun Exposed (Lower leg)	0
EIF2S3	Skin - Sun Exposed (Lower leg)	0.164021164021164
RPGR	Skin - Sun Exposed (Lower leg)	0
ARHGAP4	Skin - Sun Exposed (Lower leg)	0
XIAP	Skin - Sun Exposed (Lower leg)	0
CYBB	Skin - Sun Exposed (Lower leg)	0
SLC25A5	Skin - Sun Exposed (Lower leg)	0.00594353640416048
RBMX	Skin - Sun Exposed (Lower leg)	0.0043859649122807
DLG3	Skin - Sun Exposed (Lower leg)	0
RPS4X	Skin - Sun Exposed (Lower leg)	0.25
HCFC1	Skin - Sun Exposed (Lower leg)	0
ARHGAP6	Skin - Sun Exposed (Lower leg)	0
NSDHL	Skin - Sun Exposed (Lower leg)	0
GPC4	Stomach	0
ZNF275	Stomach	0
OPHN1	Stomach	0.0555555555555555
WWC3	Stomach	0
TRMT2B	Stomach	0.04
USP11	Stomach	0.00518134715025907
MID1	Stomach	0
SMARCA1	Stomach	0
ZXDB	Stomach	0
RENBP	Stomach	0
FAM3A	Stomach	0
ZFX	Stomach	0.486486486486487
JPX	Stomach	0
OCRL	Stomach	0
GLA	Stomach	0
PUDP	Stomach	0.333333333333333
GYG2	Stomach	0.237647058823529
TSPAN6	Stomach	0
TBC1D25	Stomach	0
SNX12	Stomach	0
TMEM164	Stomach	0
FLNA	Stomach	0.001
CCDC22	Stomach	0
SLC10A3	Stomach	0
BCORL1	Stomach	0
VBP1	Stomach	0
PHF6	Stomach	0
AKAP17A	Stomach	0.462434668989547
CD99	Stomach	0.22948717948718
GTPBP6	Stomach	0.420602789023842
RPL10	Stomach	0
RBM41	Stomach	0
POLA1	Stomach	0
MCTS1	Stomach	0
GAB3	Stomach	0
PLCXD1	Stomach	0.416666666666667
MMGT1	Stomach	0
FRMPD3	Stomach	0
SLC35A2	Stomach	0
EOLA1-DT	Stomach	0
DOCK11	Stomach	0
RPS6KA3	Stomach	0
TAF1	Stomach	0
